586.173282	430.476612	0.012597	13.563513	36.212000	14.670000	15.090000	380.000000	27.448630
581.249224	430.476612	0.013974	13.336593	36.212000	14.670000	15.090000	380.000000	31.508129
591.189173	430.476612	0.007546	13.796632	36.212000	14.670000	15.090000	380.000000	30.980994
578.773051	430.476612	0.008446	13.223205	36.212000	14.670000	15.090000	380.000000	32.049667
583.860406	430.476612	0.007497	13.456688	36.212000	14.670000	15.090000	380.000000	30.717593
583.802888	430.476612	0.007045	13.454037	36.212000	14.670000	15.090000	380.000000	31.259975
578.700522	430.476612	0.009362	13.219891	36.212000	14.670000	15.090000	380.000000	31.253816
583.606002	430.476612	0.005800	13.444964	36.212000	14.670000	15.090000	380.000000	30.709895
586.373179	430.476612	0.011464	13.572765	36.212000	14.670000	15.090000	380.000000	31.232739
578.792970	430.476612	0.006340	13.224116	36.212000	14.670000	15.090000	380.000000	31.529623
576.241847	430.476612	0.006993	13.107798	36.212000	14.670000	15.090000	380.000000	30.719707
573.774522	430.476612	0.009001	12.995789	36.212000	14.670000	15.090000	380.000000	30.449500
573.612011	430.476612	0.009263	12.988429	36.212000	14.670000	15.090000	380.000000	30.189304
583.648351	430.476612	0.016093	13.446915	36.212000	14.670000	15.090000	380.000000	30.172205
581.338926	430.476612	0.007967	13.340710	36.212000	14.670000	15.090000	380.000000	31.237272
581.352465	430.476612	0.008784	13.341332	36.212000	14.670000	15.090000	380.000000	30.990557
578.797831	430.476612	0.007892	13.224338	36.212000	14.670000	15.090000	380.000000	30.992001
578.630712	430.476612	0.006722	13.216702	36.212000	14.670000	15.090000	380.000000	30.720223
578.839380	430.476612	0.006141	13.226236	36.212000	14.670000	15.090000	380.000000	30.702486
571.334191	430.476612	0.007549	12.885479	36.212000	14.670000	15.090000	380.000000	30.724634
581.061361	430.476612	0.013523	13.327974	36.212000	14.670000	15.090000	380.000000	29.933053
571.102393	430.476612	0.009122	12.875026	36.212000	14.670000	15.090000	380.000000	30.960971
581.313196	430.476612	0.012860	13.339529	36.212000	14.670000	15.090000	380.000000	29.908769
578.819971	430.476612	0.011672	13.225349	36.212000	14.670000	15.090000	380.000000	30.987814
578.761328	430.476612	0.007659	13.222670	36.212000	14.670000	15.090000	380.000000	30.722574
568.692735	430.476612	0.019426	12.766607	36.212000	14.670000	15.090000	380.000000	30.716349
573.702830	430.476612	0.014527	12.992542	36.212000	14.670000	15.090000	380.000000	29.656913
576.315861	430.476612	0.014068	13.111165	36.212000	14.670000	15.090000	380.000000	30.181760
578.791167	430.476612	0.012241	13.224033	36.212000	14.670000	15.090000	380.000000	30.457323
576.244196	430.476612	0.012635	13.107904	36.212000	14.670000	15.090000	380.000000	30.719516
578.786223	430.476612	0.013199	13.223807	36.212000	14.670000	15.090000	380.000000	30.449748
571.198328	430.476612	0.011093	12.879351	36.212000	14.670000	15.090000	380.000000	30.718991
583.767555	430.476612	0.010301	13.452409	36.212000	14.670000	15.090000	380.000000	29.918818
611.223423	430.476612	0.007859	14.747558	36.212000	14.670000	15.090000	380.000000	31.250033
